Spec       Vlos   Elem   Rest_lam app  linecen   lowbound  highbound
d30029  -135.791  26.0  4325.760  46  4323.800  4322.800  4324.800
d30030  -133.815  26.0  4325.760  46  4323.829  4322.829  4324.829
d30031  -132.524  26.0  4325.760  46  4323.848  4322.848  4324.848
d30032  -131.435  26.0  4325.760  46  4323.863  4322.863  4324.863
d30034  -130.343  26.0  4325.760  46  4323.879  4322.879  4324.879
d30035  -130.128  26.0  4325.760  46  4323.882  4322.882  4324.882
d30036  -129.879  26.0  4325.760  46  4323.886  4322.886  4324.886
d30037  -130.543  26.0  4325.760  46  4323.876  4322.876  4324.876
d30039  -133.432  26.0  4325.760  46  4323.834  4322.834  4324.834
d30040  -135.747  26.0  4325.760  46  4323.801  4322.801  4324.801
d40043  -136.469  26.0  4325.760  46  4323.791  4322.791  4324.791
d40044  -134.786  26.0  4325.760  46  4323.815  4322.815  4324.815
d40045  -133.674  26.0  4325.760  46  4323.831  4322.831  4324.831
d40046  -132.485  26.0  4325.760  46  4323.848  4322.848  4324.848
d40048  -131.485  26.0  4325.760  46  4323.863  4322.863  4324.863
d40049  -130.963  26.0  4325.760  46  4323.870  4322.870  4324.870
d40050  -130.490  26.0  4325.760  46  4323.877  4322.877  4324.877
d40051  -131.117  26.0  4325.760  46  4323.868  4322.868  4324.868
d40053  -132.360  26.0  4325.760  46  4323.850  4322.850  4324.850
d40054  -134.132  26.0  4325.760  46  4323.824  4322.824  4324.824
d40055  -136.354  26.0  4325.760  46  4323.792  4322.792  4324.792
d40056  -139.971  26.0  4325.760  46  4323.740  4322.740  4324.740
d40057  -145.999  26.0  4325.760  46  4323.653  4322.653  4324.653
d40059  -152.110  26.0  4325.760  46  4323.565  4322.565  4324.565
d40060  -154.953  26.0  4325.760  46  4323.524  4322.524  4324.524
d40061  -155.664  26.0  4325.760  46  4323.514  4322.514  4324.514
d40062  -156.587  26.0  4325.760  46  4323.500  4322.500  4324.500
d40064  -156.182  26.0  4325.760  46  4323.506  4322.506  4324.506
d40065  -155.294  26.0  4325.760  46  4323.519  4322.519  4324.519
d40066  -154.133  26.0  4325.760  46  4323.536  4322.536  4324.536
d40067  -152.178  26.0  4325.760  46  4323.564  4322.564  4324.564
d40069  -149.619  26.0  4325.760  46  4323.601  4322.601  4324.601
d40070  -148.056  26.0  4325.760  46  4323.624  4322.624  4324.624
d40071  -146.048  26.0  4325.760  46  4323.652  4322.652  4324.652
d40072  -144.348  26.0  4325.760  46  4323.677  4322.677  4324.677
d40074  -142.057  26.0  4325.760  46  4323.710  4322.710  4324.710
d40075  -140.871  26.0  4325.760  46  4323.727  4322.727  4324.727
d40076  -139.777  26.0  4325.760  46  4323.743  4322.743  4324.743
d50042  -157.392  26.0  4325.760  46  4323.489  4322.489  4324.489
d50043  -156.407  26.0  4325.760  46  4323.503  4322.503  4324.503
d50044  -155.517  26.0  4325.760  46  4323.516  4322.516  4324.516
d50045  -154.025  26.0  4325.760  46  4323.537  4322.537  4324.537
d50047  -151.874  26.0  4325.760  46  4323.568  4322.568  4324.568
d50048  -149.815  26.0  4325.760  46  4323.598  4322.598  4324.598
d50049  -148.265  26.0  4325.760  46  4323.621  4322.621  4324.621
d50050  -146.356  26.0  4325.760  46  4323.648  4322.648  4324.648
d50052  -144.401  26.0  4325.760  46  4323.676  4322.676  4324.676
d50053  -142.467  26.0  4325.760  46  4323.704  4322.704  4324.704
d50054  -140.811  26.0  4325.760  46  4323.728  4322.728  4324.728
d50055  -139.233  26.0  4325.760  46  4323.750  4322.750  4324.750
d50057  -137.775  26.0  4325.760  46  4323.772  4322.772  4324.772
d50058  -136.216  26.0  4325.760  46  4323.794  4322.794  4324.794
d50059  -135.101  26.0  4325.760  46  4323.810  4322.810  4324.810
d50060  -133.599  26.0  4325.760  46  4323.832  4322.832  4324.832
d50062  -132.477  26.0  4325.760  46  4323.848  4322.848  4324.848
d50063  -131.016  26.0  4325.760  46  4323.869  4322.869  4324.869
d50064  -130.203  26.0  4325.760  46  4323.881  4322.881  4324.881
d50065  -129.480  26.0  4325.760  46  4323.892  4322.892  4324.892
d50067  -129.761  26.0  4325.760  46  4323.887  4322.887  4324.887
d50068  -130.675  26.0  4325.760  46  4323.874  4322.874  4324.874
d50069  -132.578  26.0  4325.760  46  4323.847  4322.847  4324.847
d50070  -134.722  26.0  4325.760  46  4323.816  4322.816  4324.816
d50072  -139.210  26.0  4325.760  46  4323.751  4322.751  4324.751
d50073  -145.916  26.0  4325.760  46  4323.654  4322.654  4324.654
d50074  -152.926  26.0  4325.760  46  4323.553  4322.553  4324.553
d50075  -154.943  26.0  4325.760  46  4323.524  4322.524  4324.524
d10006  -152.461   1.0  4340.468  46  4338.260  4337.260  4339.260
d10007  -156.877   1.0  4340.468  46  4338.197  4337.197  4339.197
d10008  -158.951   1.0  4340.468  46  4338.167  4337.167  4339.167
d10009  -159.293   1.0  4340.468  46  4338.162  4337.162  4339.162
d10011  -158.495   1.0  4340.468  46  4338.173  4337.173  4339.173
d10012  -157.286   1.0  4340.468  46  4338.190  4337.190  4339.190
d10013  -155.579   1.0  4340.468  46  4338.215  4337.215  4339.215
d10014  -153.762   1.0  4340.468  46  4338.242  4337.242  4339.242
d10016  -151.306   1.0  4340.468  46  4338.277  4337.277  4339.277
d10017  -149.237   1.0  4340.468  46  4338.307  4337.307  4339.307
d10018  -147.109   1.0  4340.468  46  4338.338  4337.338  4339.338
d10019  -145.733   1.0  4340.468  46  4338.358  4337.358  4339.358
d10021  -143.520   1.0  4340.468  46  4338.390  4337.390  4339.390
d10022  -142.055   1.0  4340.468  46  4338.411  4337.411  4339.411
d10023  -140.392   1.0  4340.468  46  4338.435  4337.435  4339.435
d10024  -139.068   1.0  4340.468  46  4338.454  4337.454  4339.454
d10026  -137.285   1.0  4340.468  46  4338.480  4337.480  4339.480
d10027  -137.382   1.0  4340.468  46  4338.479  4337.479  4339.479
d10028  -134.076   1.0  4340.468  46  4338.527  4337.527  4339.527
d10029  -133.674   1.0  4340.468  46  4338.532  4337.532  4339.532
d20011  -141.894   1.0  4340.468  46  4338.414  4337.414  4339.414
d20012  -140.718   1.0  4340.468  46  4338.430  4337.430  4339.430
d20013  -138.944   1.0  4340.468  46  4338.456  4337.456  4339.456
d20014  -137.557   1.0  4340.468  46  4338.476  4337.476  4339.476
d20016  -135.433   1.0  4340.468  46  4338.507  4337.507  4339.507
d20017  -134.168   1.0  4340.468  46  4338.525  4337.525  4339.525
d20018  -133.089   1.0  4340.468  46  4338.541  4337.541  4339.541
d20019  -132.285   1.0  4340.468  46  4338.553  4337.553  4339.553
d20021  -131.189   1.0  4340.468  46  4338.568  4337.568  4339.568
d20024  -132.542   1.0  4340.468  46  4338.549  4337.549  4339.549
d20026  -135.071   1.0  4340.468  46  4338.512  4337.512  4339.512
d20027  -139.049   1.0  4340.468  46  4338.455  4337.455  4339.455
d20028  -144.439   1.0  4340.468  46  4338.376  4337.376  4339.376
d20029  -149.635   1.0  4340.468  46  4338.301  4337.301  4339.301
d20031  -154.885   1.0  4340.468  46  4338.225  4337.225  4339.225
d20032  -156.092   1.0  4340.468  46  4338.208  4337.208  4339.208
d20033  -156.599   1.0  4340.468  46  4338.200  4337.200  4339.200
d20034  -156.429   1.0  4340.468  46  4338.203  4337.203  4339.203
d20036  -155.934   1.0  4340.468  46  4338.210  4337.210  4339.210
d20037  -154.837   1.0  4340.468  46  4338.226  4337.226  4339.226
d20038  -153.512   1.0  4340.468  46  4338.245  4337.245  4339.245
d20039  -151.965   1.0  4340.468  46  4338.268  4337.268  4339.268
d20040  -150.387   1.0  4340.468  46  4338.291  4337.291  4339.291
d30009  -153.269   1.0  4340.468  46  4338.249  4337.249  4339.249
d30010  -156.370   1.0  4340.468  46  4338.204  4337.204  4339.204
d30011  -157.290   1.0  4340.468  46  4338.190  4337.190  4339.190
d30012  -157.343   1.0  4340.468  46  4338.190  4337.190  4339.190
d30014  -156.857   1.0  4340.468  46  4338.197  4337.197  4339.197
d30015  -155.282   1.0  4340.468  46  4338.220  4337.220  4339.220
d30016  -153.756   1.0  4340.468  46  4338.242  4337.242  4339.242
d30017  -151.970   1.0  4340.468  46  4338.268  4337.268  4339.268
d30019  -149.222   1.0  4340.468  46  4338.307  4337.307  4339.307
d30020  -147.589   1.0  4340.468  46  4338.331  4337.331  4339.331
d30021  -145.672   1.0  4340.468  46  4338.359  4337.359  4339.359
d30022  -143.943   1.0  4340.468  46  4338.384  4337.384  4339.384
d30024  -141.619   1.0  4340.468  46  4338.417  4337.417  4339.417
d30025  -140.295   1.0  4340.468  46  4338.437  4337.437  4339.437
d30026  -138.513   1.0  4340.468  46  4338.462  4337.462  4339.462
d30027  -137.125   1.0  4340.468  46  4338.482  4337.482  4339.482
d30029  -135.791   1.0  4340.468  46  4338.502  4337.502  4339.502
d30030  -133.815   1.0  4340.468  46  4338.530  4337.530  4339.530
d30031  -132.524   1.0  4340.468  46  4338.549  4337.549  4339.549
d30032  -131.435   1.0  4340.468  46  4338.565  4337.565  4339.565
d30034  -130.343   1.0  4340.468  46  4338.581  4337.581  4339.581
d30035  -130.128   1.0  4340.468  46  4338.584  4337.584  4339.584
d30036  -129.879   1.0  4340.468  46  4338.587  4337.587  4339.587
d30037  -130.543   1.0  4340.468  46  4338.578  4337.578  4339.578
d30039  -133.432   1.0  4340.468  46  4338.536  4337.536  4339.536
d30040  -135.747   1.0  4340.468  46  4338.502  4337.502  4339.502
d40043  -136.469   1.0  4340.468  46  4338.492  4337.492  4339.492
d40044  -134.786   1.0  4340.468  46  4338.516  4337.516  4339.516
d40045  -133.674   1.0  4340.468  46  4338.532  4337.532  4339.532
d40046  -132.485   1.0  4340.468  46  4338.550  4337.550  4339.550
d40048  -131.485   1.0  4340.468  46  4338.564  4337.564  4339.564
d40049  -130.963   1.0  4340.468  46  4338.572  4337.572  4339.572
d40050  -130.490   1.0  4340.468  46  4338.579  4337.579  4339.579
d40051  -131.117   1.0  4340.468  46  4338.569  4337.569  4339.569
d40053  -132.360   1.0  4340.468  46  4338.551  4337.551  4339.551
d40054  -134.132   1.0  4340.468  46  4338.526  4337.526  4339.526
d40055  -136.354   1.0  4340.468  46  4338.494  4337.494  4339.494
d40056  -139.971   1.0  4340.468  46  4338.441  4337.441  4339.441
d40057  -145.999   1.0  4340.468  46  4338.354  4337.354  4339.354
d40059  -152.110   1.0  4340.468  46  4338.266  4337.266  4339.266
d40060  -154.953   1.0  4340.468  46  4338.224  4337.224  4339.224
d40061  -155.664   1.0  4340.468  46  4338.214  4337.214  4339.214
d40062  -156.587   1.0  4340.468  46  4338.201  4337.201  4339.201
d40064  -156.182   1.0  4340.468  46  4338.207  4337.207  4339.207
d40065  -155.294   1.0  4340.468  46  4338.219  4337.219  4339.219
d40066  -154.133   1.0  4340.468  46  4338.236  4337.236  4339.236
d40067  -152.178   1.0  4340.468  46  4338.265  4337.265  4339.265
d40069  -149.619   1.0  4340.468  46  4338.302  4337.302  4339.302
d40070  -148.056   1.0  4340.468  46  4338.324  4337.324  4339.324
d40071  -146.048   1.0  4340.468  46  4338.354  4337.354  4339.354
d40072  -144.348   1.0  4340.468  46  4338.378  4337.378  4339.378
d40074  -142.057   1.0  4340.468  46  4338.411  4337.411  4339.411
d40075  -140.871   1.0  4340.468  46  4338.428  4337.428  4339.428
d40076  -139.777   1.0  4340.468  46  4338.444  4337.444  4339.444
d50042  -157.392   1.0  4340.468  46  4338.189  4337.189  4339.189
d50043  -156.407   1.0  4340.468  46  4338.203  4337.203  4339.203
d50044  -155.517   1.0  4340.468  46  4338.216  4337.216  4339.216
d50045  -154.025   1.0  4340.468  46  4338.238  4337.238  4339.238
d50047  -151.874   1.0  4340.468  46  4338.269  4337.269  4339.269
d50048  -149.815   1.0  4340.468  46  4338.299  4337.299  4339.299
d50049  -148.265   1.0  4340.468  46  4338.321  4337.321  4339.321
d50050  -146.356   1.0  4340.468  46  4338.349  4337.349  4339.349
d50052  -144.401   1.0  4340.468  46  4338.377  4337.377  4339.377
d50053  -142.467   1.0  4340.468  46  4338.405  4337.405  4339.405
d50054  -140.811   1.0  4340.468  46  4338.429  4337.429  4339.429
d50055  -139.233   1.0  4340.468  46  4338.452  4337.452  4339.452
d50057  -137.775   1.0  4340.468  46  4338.473  4337.473  4339.473
d50058  -136.216   1.0  4340.468  46  4338.496  4337.496  4339.496
d50059  -135.101   1.0  4340.468  46  4338.512  4337.512  4339.512
d50060  -133.599   1.0  4340.468  46  4338.533  4337.533  4339.533
d50062  -132.477   1.0  4340.468  46  4338.550  4337.550  4339.550
d50063  -131.016   1.0  4340.468  46  4338.571  4337.571  4339.571
d50064  -130.203   1.0  4340.468  46  4338.583  4337.583  4339.583
d50065  -129.480   1.0  4340.468  46  4338.593  4337.593  4339.593
d50067  -129.761   1.0  4340.468  46  4338.589  4337.589  4339.589
d50068  -130.675   1.0  4340.468  46  4338.576  4337.576  4339.576
d50069  -132.578   1.0  4340.468  46  4338.548  4337.548  4339.548
d50070  -134.722   1.0  4340.468  46  4338.518  4337.518  4339.518
d50072  -139.210   1.0  4340.468  46  4338.452  4337.452  4339.452
d50073  -145.916   1.0  4340.468  46  4338.355  4337.355  4339.355
d50074  -152.926   1.0  4340.468  46  4338.254  4337.254  4339.254
d50075  -154.943   1.0  4340.468  46  4338.225  4337.225  4339.225
d10006  -152.461   1.0  4340.468  45  4338.260  4337.260  4339.260
d10007  -156.877   1.0  4340.468  45  4338.197  4337.197  4339.197
d10008  -158.951   1.0  4340.468  45  4338.167  4337.167  4339.167
d10009  -159.293   1.0  4340.468  45  4338.162  4337.162  4339.162
d10011  -158.495   1.0  4340.468  45  4338.173  4337.173  4339.173
d10012  -157.286   1.0  4340.468  45  4338.190  4337.190  4339.190
d10013  -155.579   1.0  4340.468  45  4338.215  4337.215  4339.215
d10014  -153.762   1.0  4340.468  45  4338.242  4337.242  4339.242
d10016  -151.306   1.0  4340.468  45  4338.277  4337.277  4339.277
d10017  -149.237   1.0  4340.468  45  4338.307  4337.307  4339.307
d10018  -147.109   1.0  4340.468  45  4338.338  4337.338  4339.338
d10019  -145.733   1.0  4340.468  45  4338.358  4337.358  4339.358
d10021  -143.520   1.0  4340.468  45  4338.390  4337.390  4339.390
d10022  -142.055   1.0  4340.468  45  4338.411  4337.411  4339.411
d10023  -140.392   1.0  4340.468  45  4338.435  4337.435  4339.435
d10024  -139.068   1.0  4340.468  45  4338.454  4337.454  4339.454
d10026  -137.285   1.0  4340.468  45  4338.480  4337.480  4339.480
d10027  -137.382   1.0  4340.468  45  4338.479  4337.479  4339.479
d10028  -134.076   1.0  4340.468  45  4338.527  4337.527  4339.527
d10029  -133.674   1.0  4340.468  45  4338.532  4337.532  4339.532
d20011  -141.894   1.0  4340.468  45  4338.414  4337.414  4339.414
d20012  -140.718   1.0  4340.468  45  4338.430  4337.430  4339.430
d20013  -138.944   1.0  4340.468  45  4338.456  4337.456  4339.456
d20014  -137.557   1.0  4340.468  45  4338.476  4337.476  4339.476
d20016  -135.433   1.0  4340.468  45  4338.507  4337.507  4339.507
d20017  -134.168   1.0  4340.468  45  4338.525  4337.525  4339.525
d20018  -133.089   1.0  4340.468  45  4338.541  4337.541  4339.541
d20019  -132.285   1.0  4340.468  45  4338.553  4337.553  4339.553
d20021  -131.189   1.0  4340.468  45  4338.568  4337.568  4339.568
d20024  -132.542   1.0  4340.468  45  4338.549  4337.549  4339.549
d20026  -135.071   1.0  4340.468  45  4338.512  4337.512  4339.512
d20027  -139.049   1.0  4340.468  45  4338.455  4337.455  4339.455
d20028  -144.439   1.0  4340.468  45  4338.376  4337.376  4339.376
d20029  -149.635   1.0  4340.468  45  4338.301  4337.301  4339.301
d20031  -154.885   1.0  4340.468  45  4338.225  4337.225  4339.225
d20032  -156.092   1.0  4340.468  45  4338.208  4337.208  4339.208
d20033  -156.599   1.0  4340.468  45  4338.200  4337.200  4339.200
d20034  -156.429   1.0  4340.468  45  4338.203  4337.203  4339.203
d20036  -155.934   1.0  4340.468  45  4338.210  4337.210  4339.210
d20037  -154.837   1.0  4340.468  45  4338.226  4337.226  4339.226
d20038  -153.512   1.0  4340.468  45  4338.245  4337.245  4339.245
d20039  -151.965   1.0  4340.468  45  4338.268  4337.268  4339.268
d20040  -150.387   1.0  4340.468  45  4338.291  4337.291  4339.291
d30009  -153.269   1.0  4340.468  45  4338.249  4337.249  4339.249
d30010  -156.370   1.0  4340.468  45  4338.204  4337.204  4339.204
d30011  -157.290   1.0  4340.468  45  4338.190  4337.190  4339.190
d30012  -157.343   1.0  4340.468  45  4338.190  4337.190  4339.190
d30014  -156.857   1.0  4340.468  45  4338.197  4337.197  4339.197
d30015  -155.282   1.0  4340.468  45  4338.220  4337.220  4339.220
d30016  -153.756   1.0  4340.468  45  4338.242  4337.242  4339.242
d30017  -151.970   1.0  4340.468  45  4338.268  4337.268  4339.268
d30019  -149.222   1.0  4340.468  45  4338.307  4337.307  4339.307
d30020  -147.589   1.0  4340.468  45  4338.331  4337.331  4339.331
d30021  -145.672   1.0  4340.468  45  4338.359  4337.359  4339.359
d30022  -143.943   1.0  4340.468  45  4338.384  4337.384  4339.384
d30024  -141.619   1.0  4340.468  45  4338.417  4337.417  4339.417
d30025  -140.295   1.0  4340.468  45  4338.437  4337.437  4339.437
d30026  -138.513   1.0  4340.468  45  4338.462  4337.462  4339.462
d30027  -137.125   1.0  4340.468  45  4338.482  4337.482  4339.482
d30029  -135.791   1.0  4340.468  45  4338.502  4337.502  4339.502
d30030  -133.815   1.0  4340.468  45  4338.530  4337.530  4339.530
d30031  -132.524   1.0  4340.468  45  4338.549  4337.549  4339.549
d30032  -131.435   1.0  4340.468  45  4338.565  4337.565  4339.565
d30034  -130.343   1.0  4340.468  45  4338.581  4337.581  4339.581
d30035  -130.128   1.0  4340.468  45  4338.584  4337.584  4339.584
d30036  -129.879   1.0  4340.468  45  4338.587  4337.587  4339.587
d30037  -130.543   1.0  4340.468  45  4338.578  4337.578  4339.578
d30039  -133.432   1.0  4340.468  45  4338.536  4337.536  4339.536
d30040  -135.747   1.0  4340.468  45  4338.502  4337.502  4339.502
d40043  -136.469   1.0  4340.468  45  4338.492  4337.492  4339.492
d40044  -134.786   1.0  4340.468  45  4338.516  4337.516  4339.516
d40045  -133.674   1.0  4340.468  45  4338.532  4337.532  4339.532
d40046  -132.485   1.0  4340.468  45  4338.550  4337.550  4339.550
d40048  -131.485   1.0  4340.468  45  4338.564  4337.564  4339.564
d40049  -130.963   1.0  4340.468  45  4338.572  4337.572  4339.572
d40050  -130.490   1.0  4340.468  45  4338.579  4337.579  4339.579
d40051  -131.117   1.0  4340.468  45  4338.569  4337.569  4339.569
d40053  -132.360   1.0  4340.468  45  4338.551  4337.551  4339.551
d40054  -134.132   1.0  4340.468  45  4338.526  4337.526  4339.526
d40055  -136.354   1.0  4340.468  45  4338.494  4337.494  4339.494
d40056  -139.971   1.0  4340.468  45  4338.441  4337.441  4339.441
d40057  -145.999   1.0  4340.468  45  4338.354  4337.354  4339.354
d40059  -152.110   1.0  4340.468  45  4338.266  4337.266  4339.266
d40060  -154.953   1.0  4340.468  45  4338.224  4337.224  4339.224
d40061  -155.664   1.0  4340.468  45  4338.214  4337.214  4339.214
d40062  -156.587   1.0  4340.468  45  4338.201  4337.201  4339.201
d40064  -156.182   1.0  4340.468  45  4338.207  4337.207  4339.207
d40065  -155.294   1.0  4340.468  45  4338.219  4337.219  4339.219
d40066  -154.133   1.0  4340.468  45  4338.236  4337.236  4339.236
d40067  -152.178   1.0  4340.468  45  4338.265  4337.265  4339.265
d40069  -149.619   1.0  4340.468  45  4338.302  4337.302  4339.302
d40070  -148.056   1.0  4340.468  45  4338.324  4337.324  4339.324
d40071  -146.048   1.0  4340.468  45  4338.354  4337.354  4339.354
d40072  -144.348   1.0  4340.468  45  4338.378  4337.378  4339.378
d40074  -142.057   1.0  4340.468  45  4338.411  4337.411  4339.411
d40075  -140.871   1.0  4340.468  45  4338.428  4337.428  4339.428
d40076  -139.777   1.0  4340.468  45  4338.444  4337.444  4339.444
d50042  -157.392   1.0  4340.468  45  4338.189  4337.189  4339.189
d50043  -156.407   1.0  4340.468  45  4338.203  4337.203  4339.203
d50044  -155.517   1.0  4340.468  45  4338.216  4337.216  4339.216
d50045  -154.025   1.0  4340.468  45  4338.238  4337.238  4339.238
d50047  -151.874   1.0  4340.468  45  4338.269  4337.269  4339.269
d50048  -149.815   1.0  4340.468  45  4338.299  4337.299  4339.299
d50049  -148.265   1.0  4340.468  45  4338.321  4337.321  4339.321
d50050  -146.356   1.0  4340.468  45  4338.349  4337.349  4339.349
d50052  -144.401   1.0  4340.468  45  4338.377  4337.377  4339.377
d50053  -142.467   1.0  4340.468  45  4338.405  4337.405  4339.405
d50054  -140.811   1.0  4340.468  45  4338.429  4337.429  4339.429
d50055  -139.233   1.0  4340.468  45  4338.452  4337.452  4339.452
d50057  -137.775   1.0  4340.468  45  4338.473  4337.473  4339.473
d50058  -136.216   1.0  4340.468  45  4338.496  4337.496  4339.496
d50059  -135.101   1.0  4340.468  45  4338.512  4337.512  4339.512
d50060  -133.599   1.0  4340.468  45  4338.533  4337.533  4339.533
d50062  -132.477   1.0  4340.468  45  4338.550  4337.550  4339.550
d50063  -131.016   1.0  4340.468  45  4338.571  4337.571  4339.571
d50064  -130.203   1.0  4340.468  45  4338.583  4337.583  4339.583
d50065  -129.480   1.0  4340.468  45  4338.593  4337.593  4339.593
d50067  -129.761   1.0  4340.468  45  4338.589  4337.589  4339.589
d50068  -130.675   1.0  4340.468  45  4338.576  4337.576  4339.576
d50069  -132.578   1.0  4340.468  45  4338.548  4337.548  4339.548
d50070  -134.722   1.0  4340.468  45  4338.518  4337.518  4339.518
d50072  -139.210   1.0  4340.468  45  4338.452  4337.452  4339.452
d50073  -145.916   1.0  4340.468  45  4338.355  4337.355  4339.355
d50074  -152.926   1.0  4340.468  45  4338.254  4337.254  4339.254
d50075  -154.943   1.0  4340.468  45  4338.225  4337.225  4339.225
d10006  -152.461  26.1  4351.769  45  4349.556  4348.556  4350.556
d10007  -156.877  26.1  4351.769  45  4349.492  4348.492  4350.492
d10008  -158.951  26.1  4351.769  45  4349.462  4348.462  4350.462
d10009  -159.293  26.1  4351.769  45  4349.457  4348.457  4350.457
d10011  -158.495  26.1  4351.769  45  4349.468  4348.468  4350.468
d10012  -157.286  26.1  4351.769  45  4349.486  4348.486  4350.486
d10013  -155.579  26.1  4351.769  45  4349.511  4348.511  4350.511
d10014  -153.762  26.1  4351.769  45  4349.537  4348.537  4350.537
d10016  -151.306  26.1  4351.769  45  4349.573  4348.573  4350.573
d10017  -149.237  26.1  4351.769  45  4349.603  4348.603  4350.603
d10018  -147.109  26.1  4351.769  45  4349.633  4348.633  4350.633
d10019  -145.733  26.1  4351.769  45  4349.653  4348.653  4350.653
d10021  -143.520  26.1  4351.769  45  4349.686  4348.686  4350.686
d10022  -142.055  26.1  4351.769  45  4349.707  4348.707  4350.707
d10023  -140.392  26.1  4351.769  45  4349.731  4348.731  4350.731
d10024  -139.068  26.1  4351.769  45  4349.750  4348.750  4350.750
d10026  -137.285  26.1  4351.769  45  4349.776  4348.776  4350.776
d10027  -137.382  26.1  4351.769  45  4349.775  4348.775  4350.775
d10028  -134.076  26.1  4351.769  45  4349.823  4348.823  4350.823
d10029  -133.674  26.1  4351.769  45  4349.829  4348.829  4350.829
d20011  -141.894  26.1  4351.769  45  4349.709  4348.709  4350.709
d20012  -140.718  26.1  4351.769  45  4349.727  4348.727  4350.727
d20013  -138.944  26.1  4351.769  45  4349.752  4348.752  4350.752
d20014  -137.557  26.1  4351.769  45  4349.772  4348.772  4350.772
d20016  -135.433  26.1  4351.769  45  4349.803  4348.803  4350.803
d20017  -134.168  26.1  4351.769  45  4349.822  4348.822  4350.822
d20018  -133.089  26.1  4351.769  45  4349.837  4348.837  4350.837
d20019  -132.285  26.1  4351.769  45  4349.849  4348.849  4350.849
d20021  -131.189  26.1  4351.769  45  4349.865  4348.865  4350.865
d20024  -132.542  26.1  4351.769  45  4349.845  4348.845  4350.845
d20026  -135.071  26.1  4351.769  45  4349.808  4348.808  4350.808
d20027  -139.049  26.1  4351.769  45  4349.750  4348.750  4350.750
d20028  -144.439  26.1  4351.769  45  4349.672  4348.672  4350.672
d20029  -149.635  26.1  4351.769  45  4349.597  4348.597  4350.597
d20031  -154.885  26.1  4351.769  45  4349.521  4348.521  4350.521
d20032  -156.092  26.1  4351.769  45  4349.503  4348.503  4350.503
d20033  -156.599  26.1  4351.769  45  4349.496  4348.496  4350.496
d20034  -156.429  26.1  4351.769  45  4349.499  4348.499  4350.499
d20036  -155.934  26.1  4351.769  45  4349.506  4348.506  4350.506
d20037  -154.837  26.1  4351.769  45  4349.521  4348.521  4350.521
d20038  -153.512  26.1  4351.769  45  4349.541  4348.541  4350.541
d20039  -151.965  26.1  4351.769  45  4349.563  4348.563  4350.563
d20040  -150.387  26.1  4351.769  45  4349.586  4348.586  4350.586
d30009  -153.269  26.1  4351.769  45  4349.544  4348.544  4350.544
d30010  -156.370  26.1  4351.769  45  4349.499  4348.499  4350.499
d30011  -157.290  26.1  4351.769  45  4349.486  4348.486  4350.486
d30012  -157.343  26.1  4351.769  45  4349.485  4348.485  4350.485
d30014  -156.857  26.1  4351.769  45  4349.492  4348.492  4350.492
d30015  -155.282  26.1  4351.769  45  4349.515  4348.515  4350.515
d30016  -153.756  26.1  4351.769  45  4349.537  4348.537  4350.537
d30017  -151.970  26.1  4351.769  45  4349.563  4348.563  4350.563
d30019  -149.222  26.1  4351.769  45  4349.603  4348.603  4350.603
d30020  -147.589  26.1  4351.769  45  4349.627  4348.627  4350.627
d30021  -145.672  26.1  4351.769  45  4349.654  4348.654  4350.654
d30022  -143.943  26.1  4351.769  45  4349.680  4348.680  4350.680
d30024  -141.619  26.1  4351.769  45  4349.713  4348.713  4350.713
d30025  -140.295  26.1  4351.769  45  4349.732  4348.732  4350.732
d30026  -138.513  26.1  4351.769  45  4349.758  4348.758  4350.758
d30027  -137.125  26.1  4351.769  45  4349.778  4348.778  4350.778
d30029  -135.791  26.1  4351.769  45  4349.798  4348.798  4350.798
d30030  -133.815  26.1  4351.769  45  4349.827  4348.827  4350.827
d30031  -132.524  26.1  4351.769  45  4349.845  4348.845  4350.845
d30032  -131.435  26.1  4351.769  45  4349.861  4348.861  4350.861
d30034  -130.343  26.1  4351.769  45  4349.877  4348.877  4350.877
d30035  -130.128  26.1  4351.769  45  4349.880  4348.880  4350.880
d30036  -129.879  26.1  4351.769  45  4349.884  4348.884  4350.884
d30037  -130.543  26.1  4351.769  45  4349.874  4348.874  4350.874
d30039  -133.432  26.1  4351.769  45  4349.832  4348.832  4350.832
d30040  -135.747  26.1  4351.769  45  4349.798  4348.798  4350.798
d40043  -136.469  26.1  4351.769  45  4349.788  4348.788  4350.788
d40044  -134.786  26.1  4351.769  45  4349.812  4348.812  4350.812
d40045  -133.674  26.1  4351.769  45  4349.829  4348.829  4350.829
d40046  -132.485  26.1  4351.769  45  4349.846  4348.846  4350.846
d40048  -131.485  26.1  4351.769  45  4349.860  4348.860  4350.860
d40049  -130.963  26.1  4351.769  45  4349.868  4348.868  4350.868
d40050  -130.490  26.1  4351.769  45  4349.875  4348.875  4350.875
d40051  -131.117  26.1  4351.769  45  4349.866  4348.866  4350.866
d40053  -132.360  26.1  4351.769  45  4349.848  4348.848  4350.848
d40054  -134.132  26.1  4351.769  45  4349.822  4348.822  4350.822
d40055  -136.354  26.1  4351.769  45  4349.790  4348.790  4350.790
d40056  -139.971  26.1  4351.769  45  4349.737  4348.737  4350.737
d40057  -145.999  26.1  4351.769  45  4349.649  4348.649  4350.649
d40059  -152.110  26.1  4351.769  45  4349.561  4348.561  4350.561
