Spec       Vlos   Elem   Rest_lam app  linecen   lowbound  highbound
d20031  -154.885  26.0  5429.696  29  5426.891  5425.891  5427.891
d20032  -156.092  26.0  5429.696  29  5426.869  5425.869  5427.869
d20033  -156.599  26.0  5429.696  29  5426.859  5425.859  5427.859
d20034  -156.429  26.0  5429.696  29  5426.863  5425.863  5427.863
d20036  -155.934  26.0  5429.696  29  5426.872  5425.872  5427.872
d20037  -154.837  26.0  5429.696  29  5426.892  5425.892  5427.892
d20038  -153.512  26.0  5429.696  29  5426.916  5425.916  5427.916
d20039  -151.965  26.0  5429.696  29  5426.944  5425.944  5427.944
d20040  -150.387  26.0  5429.696  29  5426.972  5425.972  5427.972
d30009  -153.269  26.0  5429.696  29  5426.920  5425.920  5427.920
d30010  -156.370  26.0  5429.696  29  5426.864  5425.864  5427.864
d30011  -157.290  26.0  5429.696  29  5426.847  5425.847  5427.847
d30012  -157.343  26.0  5429.696  29  5426.846  5425.846  5427.846
d30014  -156.857  26.0  5429.696  29  5426.855  5425.855  5427.855
d30015  -155.282  26.0  5429.696  29  5426.883  5425.883  5427.883
d30016  -153.756  26.0  5429.696  29  5426.911  5425.911  5427.911
d30017  -151.970  26.0  5429.696  29  5426.943  5425.943  5427.943
d30019  -149.222  26.0  5429.696  29  5426.993  5425.993  5427.993
d30020  -147.589  26.0  5429.696  29  5427.023  5426.023  5428.023
d30021  -145.672  26.0  5429.696  29  5427.058  5426.058  5428.058
d30022  -143.943  26.0  5429.696  29  5427.089  5426.089  5428.089
d30024  -141.619  26.0  5429.696  29  5427.131  5426.131  5428.131
d30025  -140.295  26.0  5429.696  29  5427.155  5426.155  5428.155
d30026  -138.513  26.0  5429.696  29  5427.187  5426.187  5428.187
d30027  -137.125  26.0  5429.696  29  5427.212  5426.212  5428.212
d30029  -135.791  26.0  5429.696  29  5427.236  5426.236  5428.236
d30030  -133.815  26.0  5429.696  29  5427.272  5426.272  5428.272
d30031  -132.524  26.0  5429.696  29  5427.296  5426.296  5428.296
d30032  -131.435  26.0  5429.696  29  5427.315  5426.315  5428.315
d30034  -130.343  26.0  5429.696  29  5427.335  5426.335  5428.335
d30035  -130.128  26.0  5429.696  29  5427.339  5426.339  5428.339
d30036  -129.879  26.0  5429.696  29  5427.344  5426.344  5428.344
d30037  -130.543  26.0  5429.696  29  5427.332  5426.332  5428.332
d30039  -133.432  26.0  5429.696  29  5427.279  5426.279  5428.279
d30040  -135.747  26.0  5429.696  29  5427.237  5426.237  5428.237
d40043  -136.469  26.0  5429.696  29  5427.224  5426.224  5428.224
d40044  -134.786  26.0  5429.696  29  5427.254  5426.254  5428.254
d40045  -133.674  26.0  5429.696  29  5427.275  5426.275  5428.275
d40046  -132.485  26.0  5429.696  29  5427.296  5426.296  5428.296
d40048  -131.485  26.0  5429.696  29  5427.314  5426.314  5428.314
d40049  -130.963  26.0  5429.696  29  5427.324  5426.324  5428.324
d40050  -130.490  26.0  5429.696  29  5427.333  5426.333  5428.333
d40051  -131.117  26.0  5429.696  29  5427.321  5426.321  5428.321
d40053  -132.360  26.0  5429.696  29  5427.299  5426.299  5428.299
d40054  -134.132  26.0  5429.696  29  5427.267  5426.267  5428.267
d40055  -136.354  26.0  5429.696  29  5427.226  5426.226  5428.226
d40056  -139.971  26.0  5429.696  29  5427.161  5426.161  5428.161
d40057  -145.999  26.0  5429.696  29  5427.051  5426.051  5428.051
d40059  -152.110  26.0  5429.696  29  5426.941  5425.941  5427.941
d40060  -154.953  26.0  5429.696  29  5426.889  5425.889  5427.889
d40061  -155.664  26.0  5429.696  29  5426.876  5425.876  5427.876
d40062  -156.587  26.0  5429.696  29  5426.860  5425.860  5427.860
d40064  -156.182  26.0  5429.696  29  5426.867  5425.867  5427.867
d40065  -155.294  26.0  5429.696  29  5426.883  5425.883  5427.883
d40066  -154.133  26.0  5429.696  29  5426.904  5425.904  5427.904
d40067  -152.178  26.0  5429.696  29  5426.940  5425.940  5427.940
d40069  -149.619  26.0  5429.696  29  5426.986  5425.986  5427.986
d40070  -148.056  26.0  5429.696  29  5427.014  5426.014  5428.014
d40071  -146.048  26.0  5429.696  29  5427.051  5426.051  5428.051
d40072  -144.348  26.0  5429.696  29  5427.082  5426.082  5428.082
d40074  -142.057  26.0  5429.696  29  5427.123  5426.123  5428.123
d40075  -140.871  26.0  5429.696  29  5427.144  5426.144  5428.144
d40076  -139.777  26.0  5429.696  29  5427.165  5426.165  5428.165
d50042  -157.392  26.0  5429.696  29  5426.845  5425.845  5427.845
d50043  -156.407  26.0  5429.696  29  5426.863  5425.863  5427.863
d50044  -155.517  26.0  5429.696  29  5426.879  5425.879  5427.879
d50045  -154.025  26.0  5429.696  29  5426.906  5425.906  5427.906
d50047  -151.874  26.0  5429.696  29  5426.945  5425.945  5427.945
d50048  -149.815  26.0  5429.696  29  5426.982  5425.982  5427.982
d50049  -148.265  26.0  5429.696  29  5427.011  5426.011  5428.011
d50050  -146.356  26.0  5429.696  29  5427.045  5426.045  5428.045
d50052  -144.401  26.0  5429.696  29  5427.081  5426.081  5428.081
d50053  -142.467  26.0  5429.696  29  5427.115  5426.115  5428.115
d50054  -140.811  26.0  5429.696  29  5427.146  5426.146  5428.146
d50055  -139.233  26.0  5429.696  29  5427.174  5426.174  5428.174
d50057  -137.775  26.0  5429.696  29  5427.201  5426.201  5428.201
d50058  -136.216  26.0  5429.696  29  5427.229  5426.229  5428.229
d50059  -135.101  26.0  5429.696  29  5427.249  5426.249  5428.249
d50060  -133.599  26.0  5429.696  29  5427.276  5426.276  5428.276
d50062  -132.477  26.0  5429.696  29  5427.296  5426.296  5428.296
d50063  -131.016  26.0  5429.696  29  5427.323  5426.323  5428.323
d50064  -130.203  26.0  5429.696  29  5427.337  5426.337  5428.337
d50065  -129.480  26.0  5429.696  29  5427.351  5426.351  5428.351
d50067  -129.761  26.0  5429.696  29  5427.346  5426.346  5428.346
d50068  -130.675  26.0  5429.696  29  5427.329  5426.329  5428.329
d50069  -132.578  26.0  5429.696  29  5427.295  5426.295  5428.295
d50070  -134.722  26.0  5429.696  29  5427.256  5426.256  5428.256
d50072  -139.210  26.0  5429.696  29  5427.174  5426.174  5428.174
d50073  -145.916  26.0  5429.696  29  5427.053  5426.053  5428.053
d50074  -152.926  26.0  5429.696  29  5426.926  5425.926  5427.926
d50075  -154.943  26.0  5429.696  29  5426.890  5425.890  5427.890
d10006  -152.461  26.0  5446.916  29  5444.146  5443.146  5445.146
d10007  -156.877  26.0  5446.916  29  5444.066  5443.066  5445.066
d10008  -158.951  26.0  5446.916  29  5444.028  5443.028  5445.028
d10009  -159.293  26.0  5446.916  29  5444.022  5443.022  5445.022
d10011  -158.495  26.0  5446.916  29  5444.036  5443.036  5445.036
d10012  -157.286  26.0  5446.916  29  5444.058  5443.058  5445.058
d10013  -155.579  26.0  5446.916  29  5444.089  5443.089  5445.089
d10014  -153.762  26.0  5446.916  29  5444.122  5443.122  5445.122
d10016  -151.306  26.0  5446.916  29  5444.167  5443.167  5445.167
d10017  -149.237  26.0  5446.916  29  5444.205  5443.205  5445.205
d10018  -147.109  26.0  5446.916  29  5444.243  5443.243  5445.243
d10019  -145.733  26.0  5446.916  29  5444.268  5443.268  5445.268
d10021  -143.520  26.0  5446.916  29  5444.308  5443.308  5445.308
d10022  -142.055  26.0  5446.916  29  5444.335  5443.335  5445.335
d10023  -140.392  26.0  5446.916  29  5444.365  5443.365  5445.365
d10024  -139.068  26.0  5446.916  29  5444.389  5443.389  5445.389
d10026  -137.285  26.0  5446.916  29  5444.422  5443.422  5445.422
d10027  -137.382  26.0  5446.916  29  5444.420  5443.420  5445.420
d10028  -134.076  26.0  5446.916  29  5444.480  5443.480  5445.480
d10029  -133.674  26.0  5446.916  29  5444.487  5443.487  5445.487
d20011  -141.894  26.0  5446.916  29  5444.338  5443.338  5445.338
d20012  -140.718  26.0  5446.916  29  5444.359  5443.359  5445.359
d20013  -138.944  26.0  5446.916  29  5444.392  5443.392  5445.392
d20014  -137.557  26.0  5446.916  29  5444.417  5443.417  5445.417
d20016  -135.433  26.0  5446.916  29  5444.456  5443.456  5445.456
d20017  -134.168  26.0  5446.916  29  5444.479  5443.479  5445.479
d20018  -133.089  26.0  5446.916  29  5444.498  5443.498  5445.498
d20019  -132.285  26.0  5446.916  29  5444.513  5443.513  5445.513
d20021  -131.189  26.0  5446.916  29  5444.532  5443.532  5445.532
d20024  -132.542  26.0  5446.916  29  5444.508  5443.508  5445.508
d20026  -135.071  26.0  5446.916  29  5444.462  5443.462  5445.462
d20027  -139.049  26.0  5446.916  29  5444.390  5443.390  5445.390
d20028  -144.439  26.0  5446.916  29  5444.292  5443.292  5445.292
d20029  -149.635  26.0  5446.916  29  5444.197  5443.197  5445.197
d20031  -154.885  26.0  5446.916  29  5444.102  5443.102  5445.102
d20032  -156.092  26.0  5446.916  29  5444.080  5443.080  5445.080
d20033  -156.599  26.0  5446.916  29  5444.071  5443.071  5445.071
d20034  -156.429  26.0  5446.916  29  5444.074  5443.074  5445.074
d20036  -155.934  26.0  5446.916  29  5444.083  5443.083  5445.083
d20037  -154.837  26.0  5446.916  29  5444.103  5443.103  5445.103
d20038  -153.512  26.0  5446.916  29  5444.127  5443.127  5445.127
d20039  -151.965  26.0  5446.916  29  5444.155  5443.155  5445.155
d20040  -150.387  26.0  5446.916  29  5444.184  5443.184  5445.184
d30009  -153.269  26.0  5446.916  29  5444.131  5443.131  5445.131
d30010  -156.370  26.0  5446.916  29  5444.075  5443.075  5445.075
d30011  -157.290  26.0  5446.916  29  5444.058  5443.058  5445.058
d30012  -157.343  26.0  5446.916  29  5444.057  5443.057  5445.057
d30014  -156.857  26.0  5446.916  29  5444.066  5443.066  5445.066
d30015  -155.282  26.0  5446.916  29  5444.095  5443.095  5445.095
d30016  -153.756  26.0  5446.916  29  5444.122  5443.122  5445.122
d30017  -151.970  26.0  5446.916  29  5444.155  5443.155  5445.155
d30019  -149.222  26.0  5446.916  29  5444.205  5443.205  5445.205
d30020  -147.589  26.0  5446.916  29  5444.235  5443.235  5445.235
d30021  -145.672  26.0  5446.916  29  5444.270  5443.270  5445.270
d30022  -143.943  26.0  5446.916  29  5444.301  5443.301  5445.301
d30024  -141.619  26.0  5446.916  29  5444.343  5443.343  5445.343
d30025  -140.295  26.0  5446.916  29  5444.367  5443.367  5445.367
d30026  -138.513  26.0  5446.916  29  5444.399  5443.399  5445.399
d30027  -137.125  26.0  5446.916  29  5444.425  5443.425  5445.425
d30029  -135.791  26.0  5446.916  29  5444.449  5443.449  5445.449
d30030  -133.815  26.0  5446.916  29  5444.485  5443.485  5445.485
d30031  -132.524  26.0  5446.916  29  5444.508  5443.508  5445.508
d30032  -131.435  26.0  5446.916  29  5444.528  5443.528  5445.528
d30034  -130.343  26.0  5446.916  29  5444.548  5443.548  5445.548
d30035  -130.128  26.0  5446.916  29  5444.552  5443.552  5445.552
d30036  -129.879  26.0  5446.916  29  5444.556  5443.556  5445.556
d30037  -130.543  26.0  5446.916  29  5444.544  5443.544  5445.544
d30039  -133.432  26.0  5446.916  29  5444.492  5443.492  5445.492
d30040  -135.747  26.0  5446.916  29  5444.450  5443.450  5445.450
d40043  -136.469  26.0  5446.916  29  5444.437  5443.437  5445.437
d40044  -134.786  26.0  5446.916  29  5444.467  5443.467  5445.467
d40045  -133.674  26.0  5446.916  29  5444.487  5443.487  5445.487
d40046  -132.485  26.0  5446.916  29  5444.509  5443.509  5445.509
d40048  -131.485  26.0  5446.916  29  5444.527  5443.527  5445.527
d40049  -130.963  26.0  5446.916  29  5444.537  5443.537  5445.537
d40050  -130.490  26.0  5446.916  29  5444.545  5443.545  5445.545
d40051  -131.117  26.0  5446.916  29  5444.534  5443.534  5445.534
d40053  -132.360  26.0  5446.916  29  5444.511  5443.511  5445.511
d40054  -134.132  26.0  5446.916  29  5444.479  5443.479  5445.479
d40055  -136.354  26.0  5446.916  29  5444.438  5443.438  5445.438
d40056  -139.971  26.0  5446.916  29  5444.373  5443.373  5445.373
d40057  -145.999  26.0  5446.916  29  5444.263  5443.263  5445.263
d40059  -152.110  26.0  5446.916  29  5444.152  5443.152  5445.152
d40060  -154.953  26.0  5446.916  29  5444.101  5443.101  5445.101
d40061  -155.664  26.0  5446.916  29  5444.088  5443.088  5445.088
d40062  -156.587  26.0  5446.916  29  5444.071  5443.071  5445.071
d40064  -156.182  26.0  5446.916  29  5444.079  5443.079  5445.079
d40065  -155.294  26.0  5446.916  29  5444.094  5443.094  5445.094
d40066  -154.133  26.0  5446.916  29  5444.116  5443.116  5445.116
d40067  -152.178  26.0  5446.916  29  5444.151  5443.151  5445.151
d40069  -149.619  26.0  5446.916  29  5444.198  5443.198  5445.198
d40070  -148.056  26.0  5446.916  29  5444.226  5443.226  5445.226
d40071  -146.048  26.0  5446.916  29  5444.263  5443.263  5445.263
d40072  -144.348  26.0  5446.916  29  5444.293  5443.293  5445.293
d40074  -142.057  26.0  5446.916  29  5444.335  5443.335  5445.335
d40075  -140.871  26.0  5446.916  29  5444.356  5443.356  5445.356
d40076  -139.777  26.0  5446.916  29  5444.376  5443.376  5445.376
d50042  -157.392  26.0  5446.916  29  5444.057  5443.057  5445.057
d50043  -156.407  26.0  5446.916  29  5444.074  5443.074  5445.074
d50044  -155.517  26.0  5446.916  29  5444.090  5443.090  5445.090
d50045  -154.025  26.0  5446.916  29  5444.118  5443.118  5445.118
d50047  -151.874  26.0  5446.916  29  5444.157  5443.157  5445.157
d50048  -149.815  26.0  5446.916  29  5444.194  5443.194  5445.194
d50049  -148.265  26.0  5446.916  29  5444.222  5443.222  5445.222
d50050  -146.356  26.0  5446.916  29  5444.257  5443.257  5445.257
d50052  -144.401  26.0  5446.916  29  5444.292  5443.292  5445.292
d50053  -142.467  26.0  5446.916  29  5444.328  5443.328  5445.328
d50054  -140.811  26.0  5446.916  29  5444.358  5443.358  5445.358
d50055  -139.233  26.0  5446.916  29  5444.386  5443.386  5445.386
d50057  -137.775  26.0  5446.916  29  5444.413  5443.413  5445.413
d50058  -136.216  26.0  5446.916  29  5444.441  5443.441  5445.441
d50059  -135.101  26.0  5446.916  29  5444.461  5443.461  5445.461
d50060  -133.599  26.0  5446.916  29  5444.488  5443.488  5445.488
d50062  -132.477  26.0  5446.916  29  5444.509  5443.509  5445.509
d50063  -131.016  26.0  5446.916  29  5444.536  5443.536  5445.536
d50064  -130.203  26.0  5446.916  29  5444.550  5443.550  5445.550
d50065  -129.480  26.0  5446.916  29  5444.563  5443.563  5445.563
d50067  -129.761  26.0  5446.916  29  5444.558  5443.558  5445.558
d50068  -130.675  26.0  5446.916  29  5444.542  5443.542  5445.542
d50069  -132.578  26.0  5446.916  29  5444.507  5443.507  5445.507
d50070  -134.722  26.0  5446.916  29  5444.468  5443.468  5445.468
d50072  -139.210  26.0  5446.916  29  5444.387  5443.387  5445.387
d50073  -145.916  26.0  5446.916  29  5444.265  5443.265  5445.265
d50074  -152.926  26.0  5446.916  29  5444.138  5443.138  5445.138
d50075  -154.943  26.0  5446.916  29  5444.101  5443.101  5445.101
d10006  -152.461  26.0  5455.609  29  5452.834  5451.834  5453.834
d10007  -156.877  26.0  5455.609  29  5452.754  5451.754  5453.754
d10008  -158.951  26.0  5455.609  29  5452.716  5451.716  5453.716
d10009  -159.293  26.0  5455.609  29  5452.710  5451.710  5453.710
d10011  -158.495  26.0  5455.609  29  5452.725  5451.725  5453.725
d10012  -157.286  26.0  5455.609  29  5452.747  5451.747  5453.747
d10013  -155.579  26.0  5455.609  29  5452.777  5451.777  5453.777
d10014  -153.762  26.0  5455.609  29  5452.811  5451.811  5453.811
d10016  -151.306  26.0  5455.609  29  5452.855  5451.855  5453.855
d10017  -149.237  26.0  5455.609  29  5452.893  5451.893  5453.893
d10018  -147.109  26.0  5455.609  29  5452.932  5451.932  5453.932
d10019  -145.733  26.0  5455.609  29  5452.957  5451.957  5453.957
d10021  -143.520  26.0  5455.609  29  5452.997  5451.997  5453.997
d10022  -142.055  26.0  5455.609  29  5453.024  5452.024  5454.024
d10023  -140.392  26.0  5455.609  29  5453.054  5452.054  5454.054
d10024  -139.068  26.0  5455.609  29  5453.078  5452.078  5454.078
d10026  -137.285  26.0  5455.609  29  5453.110  5452.110  5454.110
d10027  -137.382  26.0  5455.609  29  5453.109  5452.109  5454.109
d10028  -134.076  26.0  5455.609  29  5453.169  5452.169  5454.169
d10029  -133.674  26.0  5455.609  29  5453.176  5452.176  5454.176
d20011  -141.894  26.0  5455.609  29  5453.027  5452.027  5454.027
d20012  -140.718  26.0  5455.609  29  5453.048  5452.048  5454.048
d20013  -138.944  26.0  5455.609  29  5453.080  5452.080  5454.080
d20014  -137.557  26.0  5455.609  29  5453.105  5452.105  5454.105
d20016  -135.433  26.0  5455.609  29  5453.145  5452.145  5454.145
d20017  -134.168  26.0  5455.609  29  5453.167  5452.167  5454.167
d20018  -133.089  26.0  5455.609  29  5453.187  5452.187  5454.187
d20019  -132.285  26.0  5455.609  29  5453.202  5452.202  5454.202
d20021  -131.189  26.0  5455.609  29  5453.221  5452.221  5454.221
d20024  -132.542  26.0  5455.609  29  5453.197  5452.197  5454.197
d20026  -135.071  26.0  5455.609  29  5453.151  5452.151  5454.151
d20027  -139.049  26.0  5455.609  29  5453.078  5452.078  5454.078
d20028  -144.439  26.0  5455.609  29  5452.980  5451.980  5453.980
d20029  -149.635  26.0  5455.609  29  5452.886  5451.886  5453.886
d20031  -154.885  26.0  5455.609  29  5452.790  5451.790  5453.790
d20032  -156.092  26.0  5455.609  29  5452.769  5451.769  5453.769
d20033  -156.599  26.0  5455.609  29  5452.759  5451.759  5453.759
d20034  -156.429  26.0  5455.609  29  5452.762  5451.762  5453.762
d20036  -155.934  26.0  5455.609  29  5452.771  5451.771  5453.771
d20037  -154.837  26.0  5455.609  29  5452.791  5451.791  5453.791
d20038  -153.512  26.0  5455.609  29  5452.815  5451.815  5453.815
d20039  -151.965  26.0  5455.609  29  5452.844  5451.844  5453.844
d20040  -150.387  26.0  5455.609  29  5452.872  5451.872  5453.872
d30009  -153.269  26.0  5455.609  29  5452.820  5451.820  5453.820
d30010  -156.370  26.0  5455.609  29  5452.763  5451.763  5453.763
d30011  -157.290  26.0  5455.609  29  5452.747  5451.747  5453.747
d30012  -157.343  26.0  5455.609  29  5452.746  5451.746  5453.746
d30014  -156.857  26.0  5455.609  29  5452.754  5451.754  5453.754
d30015  -155.282  26.0  5455.609  29  5452.783  5451.783  5453.783
d30016  -153.756  26.0  5455.609  29  5452.811  5451.811  5453.811
d30017  -151.970  26.0  5455.609  29  5452.843  5451.843  5453.843
d30019  -149.222  26.0  5455.609  29  5452.894  5451.894  5453.894
d30020  -147.589  26.0  5455.609  29  5452.923  5451.923  5453.923
d30021  -145.672  26.0  5455.609  29  5452.958  5451.958  5453.958
d30022  -143.943  26.0  5455.609  29  5452.990  5451.990  5453.990
d30024  -141.619  26.0  5455.609  29  5453.032  5452.032  5454.032
d30025  -140.295  26.0  5455.609  29  5453.056  5452.056  5454.056
